user_id:token	item_id:token	rating:float	timestamp:float
639	835	4	891240543
239	190	1	889178616
881	511	5	876537419
497	642	3	879362041
648	290	3	882211707
363	919	5	891494659
391	60	5	877399746
181	1289	1	878962866
188	5	4	875074266
693	506	2	875484932
94	544	3	891721562
751	347	4	887134587
30	231	2	875061066
178	864	2	888514648
815	432	5	878694952
846	79	4	883947630
409	475	4	881107750
416	739	5	893212896
128	729	2	879968447
303	476	3	879485352
259	39	4	888720644
13	904	1	892015178
11	719	3	891905279
747	73	4	888640305
26	760	1	891383899
696	906	3	886403769
262	386	3	879795512
425	1434	4	890346317
389	671	5	880087516
262	169	3	879791844
234	1039	3	892078741
588	278	5	890027600
510	678	4	887667780
899	284	3	884120205
788	322	4	880867422
326	176	2	879876184
373	226	3	877107024
860	321	3	880829225
712	652	3	876251407
724	344	1	883757468
405	548	1	885549095
130	982	1	880396831
846	684	5	883948141
497	1077	4	879361847
374	963	5	883629108
918	971	4	891987780
707	936	4	880059836
497	1177	1	879363111
894	16	3	880993614
330	44	5	876546920
77	199	5	884733988
405	703	2	885546112
627	693	2	879530205
773	216	4	888539608
178	153	4	882826347
164	252	4	889402265
354	190	4	891217221
104	1010	1	888465554
451	319	2	879012510
936	248	4	886833006
552	1362	3	879222698
380	614	3	885478845
504	1084	4	887837958
90	1206	2	891383912
481	86	5	885828650
387	47	4	886480384
450	400	3	882468790
916	1682	3	880845755
450	904	5	889568507
910	134	3	880821676
264	683	2	886121811
179	288	5	892151489
534	3	4	877808031
861	937	4	881274504
537	1267	3	886032123
642	41	3	885605347
919	12	3	875373294
174	82	1	886515472
5	420	3	875721168
151	966	4	879543457
453	257	3	877552590
460	286	4	882910838
615	48	5	879448399
716	1020	5	879795314
312	584	5	891699263
942	261	4	891282673
83	663	5	887665423
279	429	4	875306910
707	703	4	886287236
178	783	4	886678484
380	86	4	885478374
89	475	5	879441307
936	1068	4	886832904
3	326	2	889237224
644	308	4	889076095
128	605	3	879967804
661	1045	3	886841865
721	179	5	877141038
399	426	3	882350431
234	656	4	892079288
592	854	5	882955948
392	324	1	891037720
235	1134	4	889655723
658	960	4	875147873
406	921	4	879793235
393	417	3	887746523
463	1009	3	877386047
770	297	5	875972099
655	1638	3	887488947
393	1435	3	889731821
527	425	4	879455792
13	752	1	886952569
271	441	3	885849648
848	971	5	887043421
311	650	3	884364846
535	604	4	879617663
378	528	5	880056034
417	441	3	879648611
324	273	5	880575449
878	740	2	880865813
445	1534	1	891199749
201	1355	1	884111637
297	168	5	875049192
151	491	4	879524536
387	642	4	886483395
43	729	4	883956387
456	231	2	881375226
860	49	2	885991316
82	496	4	878769992
542	265	4	886532238
336	577	1	877757396
870	528	4	875050801
130	161	4	875802058
222	566	4	878185044
672	109	4	879788774
493	687	1	884130055
224	686	4	888104030
642	131	3	885603566
532	1162	2	888631576
429	1285	3	882386485
124	144	4	890287645
682	427	4	888523581
184	813	4	889907711
242	1357	5	879741196
81	1059	3	876534366
474	221	4	888628044
206	1127	4	888180081
903	254	2	891032101
537	708	3	886031860
379	137	5	890464307
268	94	2	875743630
116	1089	2	876453376
295	83	5	879518257
97	23	5	884239553
21	264	3	874950972
279	397	4	890780547
864	219	4	888889129
156	58	4	888185906
246	25	3	884922383
405	941	1	885546577
682	304	1	888523810
943	614	5	888639351
908	123	3	879722822
147	339	5	885594204
634	864	3	877368475
772	288	2	889028773
524	385	3	884636453
181	1202	1	878962720
405	367	1	885547222
456	180	4	881373084
648	685	5	882211924
92	963	5	875652981
404	310	4	883790750
456	662	4	881374710
426	428	2	879444081
806	200	4	882387670
239	492	3	889180411
43	732	4	883955498
268	998	1	875743929
747	481	5	888639525
372	262	4	876869066
87	566	5	879875775
440	245	4	891548470
805	1065	5	881697792
747	596	5	888640437
677	101	5	889399671
338	132	2	879438143
405	564	1	885547606
543	1441	3	874863436
737	258	5	884315127
525	269	5	881087067
387	184	3	886481634
650	175	4	891372233
936	1375	5	886832596
200	931	3	891825627
826	182	4	885690600
61	304	4	891220884
843	672	3	879443297
405	798	1	885546724
712	398	4	874957179
455	629	3	879111371
200	409	2	884127431
328	639	2	885048730
363	426	2	891496927
896	1231	1	887160880
222	388	2	878184765
772	344	4	889028581
711	1285	3	879995238
495	140	5	888635419
201	452	1	884114770
38	395	3	892434164
232	493	4	888549622
178	792	5	882827834
7	92	5	891352010
293	1132	3	888905416
448	884	4	891889281
919	432	4	875373824
294	831	3	889242542
5	439	1	878844423
683	350	2	893284184
13	810	5	882398076
620	240	5	889987954
424	681	3	880859115
795	132	3	883249522
21	396	2	874951798
14	524	5	879119497
870	381	3	889409590
311	699	4	884365075
863	909	3	889289619
13	799	4	882139937
301	241	3	882077222
399	779	4	882350850
92	1142	4	886442422
600	1274	2	888453145
303	591	4	879468082
345	1226	3	884994592
498	522	3	881956499
181	1215	1	878963304
409	486	3	881109175
487	941	3	884045297
13	732	5	882141617
254	140	4	887347350
81	98	5	876534854
854	846	3	882813453
682	833	1	888522260
694	100	4	875727640
313	566	4	891016220
456	395	2	881375542
840	732	3	891204947
450	223	3	882371732
21	244	4	874951349
378	52	5	880056491
919	1514	2	885059812
592	324	4	882607387
843	159	2	879443951
788	211	4	880868401
97	96	5	884239712
829	1067	4	891990842
788	755	3	880870881
451	1265	4	879012772
101	370	2	877136711
652	245	4	882567058
49	477	2	888067727
102	689	3	883277481
321	499	3	879440393
316	588	1	880853992
940	746	3	885921669
208	996	3	883108684
239	659	3	889179808
399	2	3	882512708
318	503	4	884497402
543	214	3	874864421
766	530	4	891309703
405	1275	1	885548632
698	988	1	886365802
940	14	3	885921710
405	1564	1	885546288
774	739	2	888558187
771	71	5	880659815
757	405	4	888444583
354	733	3	891217693
618	87	3	891307931
450	1479	3	882377479
825	413	3	889020940
938	926	3	891357137
648	49	2	884881679
249	853	4	879572256
707	1545	2	886288189
483	199	3	882165665
7	548	5	891352692
374	182	5	880395698
450	389	4	882396051
320	1210	4	884751316
936	1323	4	886833281
650	612	4	891369656
928	269	5	880935738
236	132	4	890115897
292	919	5	881103508
486	279	4	879874939
229	898	5	891633028
465	656	3	883531410
694	199	5	875728435
102	524	3	888803537
409	749	3	881105367
568	638	3	877907877
823	450	1	878439412
880	27	3	880167965
565	855	5	891037628
634	293	3	877018347
594	127	4	874781076
281	259	3	881200789
453	174	4	877554564
663	1161	3	889493069
330	384	2	876547813
817	840	2	874816007
145	1040	1	888398492
60	729	4	883327975
460	870	2	882912469
798	257	4	875295842
680	845	4	877075241
862	820	4	879303774
51	83	5	883498937
886	544	4	876031850
532	929	3	874791786
606	833	5	887060394
9	242	4	886958715
804	675	3	879445355
665	240	5	884291271
498	754	2	881962988
733	1011	4	879535644
846	53	3	883950820
118	774	5	875385198
90	317	4	891383626
727	363	3	883709641
766	447	3	891309522
659	517	5	891384888
181	1197	1	878962774
859	1095	2	885775513
763	61	5	878915628
174	246	5	886433833
617	667	2	883789590
701	328	4	891446707
379	1219	2	883156704
448	1294	1	891887161
405	570	1	885546487
715	1222	2	875965035
870	653	4	875050559
717	1137	5	884642580
505	174	4	889333340
620	560	4	889988232
907	520	5	880159865
387	1008	4	886481183
181	24	1	878962866
896	637	2	887160041
62	541	3	879376535
393	756	4	887745258
758	388	3	882055289
655	1062	3	887650979
416	747	5	893212929
40	303	4	889041283
551	979	4	892784479
327	537	4	887744023
256	808	4	882164559
393	630	4	889728150
621	154	5	881444499
327	324	3	887743644
174	278	5	886433833
216	577	1	881432453
64	143	4	889739051
767	242	4	891462614
257	1472	2	880496943
846	22	4	883948222
339	214	3	891033226
887	1473	1	881379522
56	815	4	892683960
90	14	5	891383987
145	348	4	888397542
385	1252	5	879578355
102	1025	2	883278200
7	489	3	891353477
595	986	2	886921945
561	1449	5	885808620
169	604	4	891359317
181	1335	1	878963241
75	1152	1	884050502
159	756	4	880557464
312	543	5	891698424
214	752	2	891542578
671	1239	3	884036683
896	809	2	887160771
664	805	5	878090381
432	1049	2	889415983
323	144	4	878739988
391	490	4	877399658
472	228	5	875979910
270	1009	5	876954522
921	728	3	879381299
378	126	4	880057018
470	1084	3	879178406
363	469	2	891496077
49	99	4	888067031
314	763	5	877886706
393	223	4	887746119
514	154	4	875462689
90	481	5	891384516
359	546	3	886453373
599	815	3	880953441
442	11	4	883390284
373	114	5	877098402
336	1118	4	877758055
588	385	3	890023557
332	44	3	888360342
655	647	3	888813306
546	118	5	885141260
370	657	3	879434636
393	620	4	887745199
634	929	3	877018033
234	1205	1	892335501
397	390	3	885349427
180	790	1	877127572
630	832	2	885667528
57	1096	3	883697940
885	866	3	885713102
860	307	3	879801617
682	249	3	888518722
85	632	3	879454304
99	326	3	885678267
643	790	4	891449249
457	231	4	882549998
747	1050	3	888640099
59	521	5	888204877
868	168	3	877104157
141	1280	1	887424890
551	223	4	892776650
64	10	5	889739733
11	580	5	891905222
385	1449	4	881047049
457	704	4	882397240
181	980	1	878962496
125	790	4	892838462
88	750	2	891037276
18	707	3	880131450
295	450	4	879519438
619	350	3	885953641
536	209	2	882360030
130	444	4	880396495
749	418	5	878847498
705	233	3	883428154
504	1041	3	887910694
939	1051	5	880262090
437	421	4	881001983
92	761	2	875907134
75	111	4	884050502
347	427	4	881654004
85	1169	4	879454952
130	1079	3	876251217
90	514	3	891384423
561	1267	3	885809690
59	169	4	888204757
533	1282	3	879773572
405	949	5	885545702
758	81	5	881975815
308	463	4	887738057
903	293	4	891031226
854	925	2	882813179
236	51	5	890116709
169	538	4	891268653
442	41	4	883388609
43	1052	1	892350297
95	568	4	879196594
846	558	4	883948221
548	252	3	891043977
335	342	2	891566976
506	945	4	874874585
864	969	4	888887172
10	11	4	877888677
393	1244	3	887745380
303	1407	1	879544063
782	1244	3	891499660
303	1037	3	879544340
758	716	2	881978864
389	675	3	880165702
450	1020	4	882376365
58	960	4	884305004
642	409	5	885605909
454	87	4	881960296
435	1231	2	884134019
83	756	4	883867791
838	45	4	887066644
59	609	2	888205855
666	653	4	880139120
387	856	5	886484124
749	633	4	878848764
643	420	4	891449803
843	959	2	879447523
479	500	4	879461255
344	896	4	884814359
5	139	3	875721260
141	1282	3	884585320
399	924	5	882340678
821	1060	5	874793022
886	238	3	876031459
790	1048	4	884462692
802	263	1	875985032
387	8	4	886480108
774	692	1	888556121
102	393	3	892993302
163	234	3	891220137
682	1067	3	888520497
417	201	4	879648478
796	796	4	893047320
374	952	2	883627906
327	154	4	887747337
361	659	5	879441324
13	817	1	882396914
92	980	3	883433686
263	23	3	891298654
308	91	4	887737536
890	324	4	882404093
828	1068	4	891035864
640	231	5	874778424
535	640	3	879618742
450	432	4	882377861
864	63	3	888893088
814	448	3	885411030
707	1109	5	886286283
312	612	5	891699263
591	487	4	891031203
523	582	4	883701154
796	699	4	893188576
642	832	3	892240991
754	292	3	879451958
848	1063	5	887038197
884	165	3	876859070
18	393	3	880130930
457	819	2	882396001
836	185	5	885754118
804	121	4	879442377
308	85	4	887741245
524	530	4	884634785
291	761	3	874834914
524	182	5	884635031
675	1653	5	889489913
916	1217	1	880845606
845	308	4	885409493
474	618	4	887927457
6	199	4	883601203
474	630	3	887928793
655	1265	3	887425025
772	315	5	889028363
847	568	4	878941442
405	442	1	885548384
380	1449	4	885478845
21	675	5	874951897
199	1326	3	883782934
222	808	3	881060130
293	583	3	888908001
506	274	4	874862229
374	254	3	880394000
707	297	3	880060261
204	262	4	892389137
747	235	5	888733444
130	959	4	876251865
407	642	2	875045627
299	921	3	889502087
653	1206	3	880152377
722	458	4	891280955
222	577	1	878185137
675	937	1	889490151
314	796	2	877891518
452	152	2	875264826
754	922	3	879452073
346	932	2	875264752
389	257	3	879916077
758	210	4	882053302
619	82	5	885954053
234	466	4	892334368
840	708	4	891209033
795	1030	3	883255381
83	38	5	887665422
405	698	1	885546069
451	990	3	879012684
504	106	3	887831879
846	479	4	883947694
311	648	4	884364694
108	124	4	879879757
889	687	2	880177797
128	1221	3	879968279
15	278	1	879455843
90	821	3	891385843
73	894	1	888625592
31	1021	3	881548082
406	381	3	879793261
846	697	5	883949254
59	1005	5	888206363
450	940	2	882471737
510	261	2	887667780
72	2	3	880037376
268	1178	1	875743534
917	278	3	882911767
782	253	2	891500150
334	220	3	891545513
593	781	3	875671334
399	320	3	882342537
592	730	4	882956011
846	33	5	883948571
381	1533	4	892696106
846	700	2	883950605
782	1252	3	891500066
401	342	1	891031723
10	404	4	877886911
535	489	4	879619000
152	162	5	882474898
530	660	3	883785464
327	805	4	887819462
94	412	2	891724485
94	1211	5	891722458
49	557	3	888066394
630	819	3	885667108
425	679	3	878738548
261	1237	3	890454045
60	61	4	883326652
454	1269	3	881959698
712	781	4	874956841
830	413	1	891899475
854	619	2	882812376
321	20	3	879440160
721	942	4	877147140
940	1401	1	885921371
642	673	2	886130929
83	79	5	887665423
717	1282	4	884642762
586	227	2	884062010
916	1005	4	880845303
682	1232	2	888517896
932	516	5	891249877
49	1083	2	888068651
634	150	3	875728834
279	1321	4	888806671
102	650	3	888801063
782	1256	2	891500230
709	53	3	879848272
397	484	5	885349759
543	480	4	876896210
460	458	2	882911603
31	498	4	881548111
496	1157	1	876070937
230	422	3	880485633
537	197	4	886030891
782	990	3	891499611
450	58	3	882373464
90	964	5	891385843
82	1163	2	884714204
308	139	3	887741179
707	614	2	886287876
582	760	3	882962886
642	366	4	886131707
533	1047	3	887032276
880	1095	3	880175503
194	289	1	879535548
298	252	4	884183833
711	417	4	879994749
385	1021	5	879441572
804	89	4	879441524
668	231	2	881605433
89	26	3	879459909
318	160	3	884497031
94	1058	4	891722609
502	264	3	883702518
450	618	4	882373995
655	1605	3	888685850
705	554	2	883428201
437	1148	4	881001983
436	785	2	887770731
479	526	4	879461378
130	541	3	876252307
472	1228	4	875983270
393	84	3	889731009
588	1078	4	890026999
6	306	4	883268246
748	650	1	879454573
268	761	1	875744136
497	552	3	879362155
393	194	4	887746239
537	978	2	886029841
261	875	5	890454351
303	700	3	879485718
868	854	4	877103371
54	147	5	880935959
712	1053	4	874730490
16	770	3	877724979
698	423	2	886366731
330	38	4	876546948
405	141	2	885548877
840	137	5	891203309
429	412	4	882387411
268	139	2	875744744
497	177	4	879310762
796	307	4	892611799
159	254	3	884026738
784	877	4	891387622
94	34	1	891723558
846	69	5	883947500
601	157	3	876349716
615	332	2	879447585
654	128	5	887865053
688	329	5	884153606
59	615	4	888204553
270	60	5	876955066
535	662	3	879618414
346	186	3	874948303
25	169	5	885852301
505	71	4	889333937
617	74	5	883788859
372	674	5	876869512
328	614	4	885046276
276	634	4	874795888
712	220	5	874729682
861	1009	5	881274857
655	1514	2	887472879
487	282	4	883442105
665	143	4	884293475
395	154	5	883764878
705	225	4	883427594
200	280	4	884127798
399	90	2	882350653
234	1100	2	892335500
346	802	4	875265236
64	511	4	889739779
200	580	2	884130114
305	403	2	886324792
392	166	5	891038466
101	979	2	877136711
620	1066	5	889988069
73	129	4	888625907
663	1	4	889492679
293	3	2	888905399
943	785	2	888640088
264	33	3	886122644
197	665	4	891410124
774	1017	3	888558829
653	472	1	880606675
458	597	3	886395022
191	345	4	891560753
293	163	4	888907290
416	249	3	876697558
361	524	4	879440386
92	1033	2	890251592
751	865	2	889135211
403	129	4	879785822
489	687	3	891445439
447	1315	4	878854838
901	194	5	877131342
450	723	3	882399818
395	365	5	883766403
234	135	4	892079769
527	466	2	879455765
535	529	3	879618655
381	694	4	892696929
244	662	3	880606533
561	124	3	885807842
254	8	5	887347000
870	988	2	875050439
14	269	4	892242403
45	1061	2	881016056
833	667	1	875224381
870	772	4	875679767
43	95	4	875975687
682	697	4	888517816
620	406	4	889987073
7	448	3	891353828
234	1184	2	892079237
65	736	4	879216949
645	46	5	892054508
206	1062	3	888180018
508	163	3	883768862
58	213	5	884663379
450	392	4	887660762
488	746	4	891293771
320	257	4	884749499
109	402	4	880581344
942	528	5	891282840
682	862	1	888522021
22	791	1	878887227
561	1220	2	885810538
916	1208	2	880845249
348	834	4	886523913
457	181	4	882393384
110	576	2	886988574
773	23	5	888540507
671	679	3	884036050
460	1011	4	882912205
508	1135	3	883777382
798	945	3	875743518
843	265	3	879443865
436	470	4	887770566
405	68	1	885547996
474	134	4	887923972
89	724	4	879460027
854	297	4	882812263
529	332	4	882535049
280	571	3	891702338
738	665	2	875351873
243	157	5	879989217
198	11	4	884207392
456	640	4	881373697
110	230	3	886988750
314	68	4	877891637
885	1030	1	885713975
557	292	4	880485019
624	741	4	879792557
682	553	3	888517627
914	732	2	887123465
713	310	4	888882133
919	1114	3	875920823
313	452	3	891029993
13	797	5	882398327
405	1178	1	885547690
293	1248	2	888907527
655	786	2	887472965
110	364	3	886989612
336	781	3	877757373
181	832	1	878963038
417	1039	3	879647196
664	1109	4	876526555
853	887	2	879365169
655	121	3	887651060
194	1207	1	879555410
592	789	4	882956419
524	322	4	884320358
537	639	2	886031438
634	292	3	876170101
181	20	1	878962919
330	989	5	876543930
693	664	2	875482689
883	1222	5	891696999
748	710	3	879455410
279	207	5	875310394
683	683	3	893286347
894	346	4	884036796
234	500	3	892078890
849	174	5	879695469
301	515	3	882074561
707	311	4	879439624
373	166	5	877098262
83	783	4	880308453
630	264	2	885666353
745	28	2	880123671
405	774	1	885548475
825	928	3	880756224
669	194	3	891517159
727	403	4	883712282
127	271	5	884364866
222	501	2	881060331
686	1184	1	879547337
595	258	4	886920602
378	768	4	880333598
532	980	4	884594911
661	428	4	876016726
119	826	4	874775580
429	1218	3	882387653
303	391	1	879485747
640	202	5	874778366
301	204	5	882076264
328	186	4	886037065
159	1152	4	880557464
293	194	4	888906045
33	872	3	891964230
269	517	4	891449189
107	902	5	891264501
537	553	2	886032123
533	380	4	879438510
693	199	3	883975558
916	399	3	880845135
727	398	2	883713714
299	216	5	889502688
210	114	4	887736175
246	368	1	884924813
484	566	4	891195416
11	527	4	891904335
708	866	5	892719143
772	898	3	889028941
848	679	3	887047674
184	67	3	889912569
435	84	2	884133757
371	66	4	877487213
554	71	4	876550257
59	741	4	888203175
20	866	1	879668583
454	196	2	881959778
313	820	2	891030228
524	613	4	884637347
796	672	3	893218485
829	475	4	891990718
926	245	3	888636270
916	762	3	880843579
822	902	4	891033747
279	32	3	875298696
532	1594	4	893115576
189	1154	3	893265380
664	95	4	878090125
235	191	4	889654971
668	328	4	881523787
238	1190	3	883576603
486	460	4	879875316
796	1299	2	892676043
235	923	4	889656132
500	409	4	883865985
451	683	1	879012470
870	1090	2	879902161
664	367	3	876526152
234	451	3	892334578
453	1230	2	888202271
406	589	5	879445474
450	1311	4	887139844
913	83	4	881725904
267	1073	5	878974783
18	775	3	880131878
501	406	3	883348656
397	334	3	885349348
759	678	2	875227742
305	246	3	886322122
659	712	3	891386307
416	8	5	893212484
813	307	4	883752265
398	837	4	875718614
194	997	3	879553988
790	386	2	885158208
294	1132	4	889242788
837	125	5	875722032
901	66	5	877131307
648	5	4	884883476
13	756	2	886302858
30	164	4	875060217
324	873	5	880575108
290	832	3	880732491
504	725	3	887911973
332	11	5	888359882
305	1073	1	886323591
880	1210	4	880243790
435	554	3	884133194
495	1118	5	888632888
299	1074	3	889502786
303	1	5	879466966
552	1277	3	879222763
887	548	1	881381555
307	580	4	879283514
656	875	2	892318842
406	665	3	879792928
184	36	3	889910195
682	977	3	888521090
655	961	3	888685735
592	988	1	882607745
49	225	2	888068651
130	5	4	876251650
835	504	5	891033772
481	163	4	885828389
666	483	5	880139348
174	577	1	886515295
277	925	4	879543592
60	510	5	883327174
222	1145	3	878185137
632	201	4	879457641
354	189	3	891217249
405	1544	1	885549095
940	657	4	885921471
269	427	5	891447960
30	301	4	875988577
416	375	1	886319930
727	122	2	883709802
316	9	4	880853774
5	369	1	875635372
826	810	3	885690854
873	875	1	891392577
162	508	5	877635662
664	684	4	876526580
253	333	2	891628883
332	148	5	887938486
543	1099	4	874863878
18	714	4	880130334
896	719	1	887235026
308	732	4	887738847
16	812	2	877723882
256	1090	2	882164999
537	12	3	886031074
870	1	5	889717102
655	979	3	888893279
480	152	4	891208390
230	650	4	880484778
587	268	4	892871068
22	451	4	878887062
592	1620	1	882609057
677	1240	5	889399671
668	13	4	881591075
380	194	4	885478799
655	734	3	887523477
486	298	3	879874871
806	128	3	882388419
530	195	3	883784105
647	1063	3	876776320
92	977	2	886443494
896	1303	4	887161518
127	227	4	884364867
201	640	4	884112029
387	201	5	886484631
648	565	3	884883679
5	418	3	875721216
244	1225	2	880606818
429	1209	3	882387350
326	196	4	879875822
915	896	2	891030070
363	2	4	891495809
655	523	3	887427268
268	1059	3	875743310
63	841	1	875747917
267	80	4	878973597
473	1007	4	878157329
655	1370	3	890887261
934	584	4	891196384
75	225	2	884050940
554	77	4	876550778
125	372	1	879454892
660	1419	1	891202022
228	690	5	889387173
125	722	3	892838687
864	163	4	888888680
223	1284	1	891550295
682	399	4	888522612
867	79	4	880079142
537	1025	1	886029488
806	518	3	882388231
567	617	4	882425843
58	1101	5	890421373
805	42	2	881704193
796	53	1	893048713
178	143	4	882827574
782	1142	3	891499243
223	619	2	891549570
340	95	5	884991083
184	95	4	889908801
276	449	2	874792520
655	1378	3	887523176
653	167	2	880153429
366	860	2	888858078
230	138	3	880485197
504	218	4	887910267
330	699	5	876547032
485	311	3	891040423
437	1091	3	880143392
378	450	3	880334476
18	951	3	880129595
883	727	3	891696750
94	716	3	885873006
416	1152	4	876697105
18	386	2	880131986
711	1118	4	879994633
450	1212	4	882396799
475	306	5	891451276
798	1297	3	875916505
276	669	1	874792767
130	41	3	875801662
191	754	3	891560366
1	265	4	878542441
22	80	4	878887227
630	845	3	885666918
58	663	2	884304728
882	412	1	879863735
385	111	2	879440267
303	233	4	879484981
320	572	3	884751316
119	1016	5	874775262
424	688	2	880859228
92	1157	2	875812435
325	771	1	891480115
221	695	4	875245776
468	377	2	875288503
734	705	4	891023131
592	467	5	882955582
905	321	4	884983463
69	508	4	882072920
472	485	3	875980377
301	451	4	882078061
848	166	5	887038159
246	81	5	884921638
116	1244	2	876453191
503	226	5	879454841
116	65	2	876454052
450	254	3	887662083
774	758	1	888559036
416	931	3	886315822
393	72	4	889730045
735	748	3	876698022
201	556	4	884111397
385	1131	3	879445587
407	388	2	876348849
109	237	4	880571770
674	1620	4	887763035
504	451	1	887912584
476	399	3	883364812
524	570	4	884637128
586	551	2	884061189
519	243	1	883250021
532	135	3	888629938
219	631	5	889403559
617	444	4	883789590
623	234	4	891034343
296	632	5	884197264
453	233	2	888206003
271	1091	4	885849648
795	552	2	883774317
481	659	5	885829153
198	673	3	884209451
613	576	3	891227204
201	289	2	884111064
73	923	3	888793388
537	174	3	886030622
13	617	3	881515112
867	270	5	880077780
620	288	4	889986452
145	1283	1	875270903
497	108	3	879309760
148	189	4	877019698
129	1176	4	883244059
212	197	5	879303795
894	273	3	880416220
314	406	3	877887388
141	864	3	884585128
490	109	5	875428765
682	443	3	888520977
128	501	3	879968921
326	491	4	879876235
276	1208	3	882659656
618	468	3	891308665
264	1355	4	886124417
238	458	4	883576622
495	629	3	888636032
634	840	2	875729794
679	64	4	884487052
497	80	3	879363181
339	32	5	891032255
757	233	3	888467038
279	922	3	890451433
694	141	5	875727399
504	1421	4	887841073
768	111	3	880136139
330	71	5	876546236
642	405	3	885606946
421	672	3	892241687
829	1018	2	881707829
833	467	2	875038626
416	938	3	892439155
449	273	4	879959003
222	1207	2	881060659
875	479	4	876466687
207	160	2	878191632
818	286	4	891870222
276	413	3	877934705
704	134	5	891397441
539	496	3	879787985
391	511	5	877398855
606	71	5	880923745
303	558	4	879467105
357	760	3	878952080
684	734	3	878762302
442	164	2	883390083
940	272	4	884801316
870	583	2	879714351
730	815	3	880310490
932	890	1	891248778
659	490	4	891384215
910	414	4	881421332
442	975	3	883391377
145	449	3	885557699
586	693	3	884066060
455	70	3	879111194
465	135	3	883531380
21	748	1	874950889
339	231	2	891035180
557	892	3	884357648
523	934	4	883702602
899	177	3	884122367
298	205	5	884181969
782	991	2	891500230
279	1108	1	892174273
197	227	3	891409936
312	641	5	891698300
180	778	2	877128388
713	1434	3	888882133
393	479	4	889555295
936	249	5	886832808
919	815	2	875289533
603	988	4	891956529
327	631	3	887747133
174	393	4	886514837
326	397	3	879876975
478	283	4	889388137
693	572	2	875484148
393	1014	3	887745086
883	59	5	891692982
334	287	3	891545162
347	819	1	881653155
184	412	2	889912691
21	103	1	874951245
279	99	3	890451347
363	831	1	891498469
13	117	3	882398138
240	353	1	885775959
426	1116	4	879444251
544	258	3	884795135
796	769	4	893218622
130	1088	2	876250805
239	489	5	889178833
152	716	5	884019001
901	142	4	877131739
405	1091	1	885549004
940	683	3	884800988
716	192	3	879794870
653	53	2	880153304
582	411	1	882962652
154	641	5	879138831
374	465	5	882158849
568	6	3	877907235
826	1409	2	885690442
181	740	2	878963085
232	166	4	888549815
486	262	1	879874017
389	489	4	879991115
312	98	4	891698300
760	451	5	875668781
872	310	4	888478698
457	155	4	882550065
711	1053	4	879995099
671	925	3	883949781
435	800	4	884133819
815	993	2	878691939
524	615	2	884637409
450	1603	3	887139728
854	7	4	882812352
887	562	5	881381071
653	670	1	880152902
259	200	4	874725081
903	461	3	891033334
10	321	4	879163494
326	608	4	879875930
314	1469	4	877889103
708	1061	3	892719143
622	1216	4	882590344
693	144	4	875483847
834	287	2	890862974
660	101	3	891201243
126	311	4	887855173
234	692	3	892335990
299	1226	2	877878602
277	279	4	879543592
228	812	5	889388547
457	1030	2	882551134
188	764	4	875072087
497	741	4	879361707
841	353	1	889067253
313	482	5	891016193
244	1136	3	880608162
201	991	4	884110735
696	178	4	886404542
721	262	3	877137285
286	386	3	877534975
223	984	3	891548987
896	554	2	887161199
595	825	2	886921606
34	288	2	888601628
829	116	4	881698644
880	182	5	880167670
303	1095	2	879543988
204	1296	5	892392078
551	447	5	892783711
851	355	4	888540240
828	702	2	891037466
11	526	3	891904859
796	1076	2	893219150
677	980	2	889399470
29	180	4	882821989
445	333	2	890987410
234	20	4	891227979
504	676	4	887908756
342	950	2	875318423
13	311	3	881514726
207	562	2	875509507
425	190	3	890347085
437	1227	3	880142630
130	354	5	888211701
655	792	3	891585380
916	537	4	880844087
399	41	2	882348876
109	1157	4	880583646
144	523	5	888105338
406	135	5	879445684
551	765	1	892785194
409	433	4	881108170
189	694	4	893265946
201	1010	3	884140579
881	849	2	876539051
207	722	3	878191750
164	751	4	889401263
487	652	5	883530374
735	242	5	876697561
286	1060	5	889652989
435	351	2	887509368
25	612	4	885852120
472	252	4	875978191
561	603	4	885807842
312	524	5	891699345
92	1074	3	875907535
7	633	5	891351509
389	488	5	880087260
830	229	2	891561937
271	539	1	885847170
592	1258	1	882608960
733	279	2	879535968
889	12	5	880177880
648	413	2	882212609
861	949	4	881274937
503	47	5	880472216
293	94	2	888908066
504	1030	3	887911314
93	934	3	888705988
130	293	5	874953769
378	734	3	880334269
664	152	3	878091463
509	266	1	883591489
892	95	4	886608770
503	44	5	879454841
741	288	4	891018070
665	12	4	884294286
416	80	2	886317825
527	651	5	879455654
525	106	2	881086938
387	39	3	886483049
205	1025	1	888284495
328	554	3	885049790
311	195	4	884364538
774	684	1	888557329
94	64	5	885870362
347	273	5	881652456
56	426	4	892683303
896	1681	3	887160722
7	177	4	891352904
537	604	3	886031211
803	887	5	880054671
555	249	4	879963127
655	1255	3	887425732
747	486	5	888732609
432	845	4	889416260
309	879	4	877370319
405	669	1	885548435
95	31	4	888954513
880	992	4	892959014
7	652	3	891352659
592	475	5	882608107
318	692	4	884495561
200	743	3	891825607
561	42	3	885809025
715	746	5	875964025
303	535	1	879544681
50	268	4	877051656
380	419	3	885479124
867	31	5	880078656
328	610	3	886036967
786	191	4	882843272
790	155	3	885157061
747	739	3	888734072
395	255	3	883765731
63	412	3	875748109
665	100	3	884290349
7	591	3	891352179
478	1270	1	889396212
