key,value,percent
"(3576, 6)",2,0.001098297638660077
"(296, 5)",9,0.004942339373970346
"(1046, 5)",3,0.0016474464579901153
"(2791, 6)",13,0.007138934651290499
"(1127, 6)",10,0.0054914881933003845
"(529, 5)",8,0.004393190554640308
"(457, 6)",9,0.004942339373970346
"(2871, 6)",4,0.002196595277320154
"(1213, 5)",7,0.003844041735310269
"(1079, 5)",6,0.0032948929159802307
"(3909, 1)",44,0.02416254805052169
"(1224, 6)",3,0.0016474464579901153
"(2968, 6)",6,0.0032948929159802307
"(480, 6)",6,0.0032948929159802307
"(3914, 5)",5,0.0027457440966501922
"(3770, 6)",2,0.001098297638660077
"(1231, 5)",5,0.0027457440966501922
"(1233, 6)",12,0.006589785831960461
"(2973, 6)",6,0.0032948929159802307
"(1162, 6)",2,0.001098297638660077
"(3927, 6)",2,0.001098297638660077
"(747, 1)",25,0.013728720483250962
"(1248, 5)",5,0.0027457440966501922
"(1175, 2)",6,0.0032948929159802307
"(717, 4)",1,0.0005491488193300384
"(1178, 4)",6,0.0032948929159802307
"(577, 4)",2,0.001098297638660077
"(2124, 3)",10,0.0054914881933003845
"(2125, 3)",10,0.0054914881933003845
"(2053, 2)",5,0.0027457440966501922
"(3867, 3)",2,0.001098297638660077
"(720, 4)",8,0.004393190554640308
"(1254, 6)",3,0.0016474464579901153
"(3796, 2)",3,0.0016474464579901153
"(2994, 4)",1,0.0005491488193300384
"(2059, 4)",10,0.0054914881933003845
"(2997, 5)",11,0.0060406370126304225
"(1258, 5)",8,0.004393190554640308
"(725, 1)",43,0.023613399231191653
"(3000, 4)",10,0.0054914881933003845
"(2, 4)",8,0.004393190554640308
"(6, 5)",6,0.0032948929159802307
"(3007, 6)",11,0.0060406370126304225
"(2134, 3)",8,0.004393190554640308
"(1260, 2)",9,0.004942339373970346
"(1262, 4)",5,0.0027457440966501922
"(1199, 2)",20,0.010982976386600769
"(669, 4)",2,0.001098297638660077
"(597, 2)",31,0.017023613399231193
"(3951, 5)",1,0.0005491488193300384
"(810, 3)",2,0.001098297638660077
"(2147, 2)",13,0.007138934651290499
"(1419, 4)",7,0.003844041735310269
"(813, 2)",4,0.002196595277320154
"(1348, 4)",4,0.002196595277320154
"(670, 5)",1,0.0005491488193300384
"(1277, 2)",6,0.0032948929159802307
"(745, 4)",8,0.004393190554640308
"(3020, 2)",11,0.0060406370126304225
"(3022, 4)",3,0.0016474464579901153
"(3024, 2)",5,0.0027457440966501922
"(1356, 6)",6,0.0032948929159802307
"(750, 4)",19,0.01043382756727073
"(2159, 2)",3,0.0016474464579901153
"(1357, 2)",9,0.004942339373970346
"(3030, 4)",4,0.002196595277320154
"(3031, 2)",4,0.002196595277320154
"(2305, 1)",12,0.006589785831960461
"(1503, 2)",8,0.004393190554640308
"(1361, 5)",3,0.0016474464579901153
"(904, 5)",11,0.0060406370126304225
"(1294, 3)",12,0.006589785831960461
"(761, 2)",2,0.001098297638660077
"(839, 2)",8,0.004393190554640308
"(767, 2)",1,0.0005491488193300384
"(3114, 4)",21,0.011532125205930808
"(2313, 2)",12,0.006589785831960461
"(910, 6)",6,0.0032948929159802307
"(1517, 3)",17,0.009335529928610654
"(2247, 6)",3,0.0016474464579901153
"(2174, 6)",6,0.0032948929159802307
"(1518, 3)",6,0.0032948929159802307
"(919, 3)",24,0.013179571663920923
"(774, 3)",1,0.0005491488193300384
"(849, 5)",5,0.0027457440966501922
"(778, 3)",11,0.0060406370126304225
"(3054, 3)",2,0.001098297638660077
"(2328, 2)",3,0.0016474464579901153
"(1456, 6)",1,0.0005491488193300384
"(851, 3)",3,0.0016474464579901153
"(928, 3)",13,0.007138934651290499
"(785, 3)",9,0.004942339373970346
"(2402, 5)",4,0.002196595277320154
"(3134, 5)",3,0.0016474464579901153
"(1390, 3)",2,0.001098297638660077
"(1464, 5)",3,0.0016474464579901153
"(2268, 2)",33,0.018121911037891267
"(866, 3)",8,0.004393190554640308
"(798, 2)",5,0.0027457440966501922
"(2340, 5)",13,0.007138934651290499
"(2341, 4)",4,0.002196595277320154
"(3145, 4)",7,0.003844041735310269
"(3146, 2)",12,0.006589785831960461
"(2418, 2)",3,0.0016474464579901153
"(3079, 2)",7,0.003844041735310269
"(1475, 2)",3,0.0016474464579901153
"(942, 6)",3,0.0016474464579901153
"(870, 2)",2,0.001098297638660077
"(3150, 4)",3,0.0016474464579901153
"(2425, 1)",25,0.013728720483250962
"(3156, 3)",10,0.0054914881933003845
"(3158, 3)",1,0.0005491488193300384
"(2284, 1)",18,0.009884678747940691
"(2359, 3)",8,0.004393190554640308
"(952, 2)",3,0.0016474464579901153
"(2501, 2)",21,0.011532125205930808
"(1702, 6)",2,0.001098297638660077
"(3090, 6)",1,0.0005491488193300384
"(3092, 5)",1,0.0005491488193300384
"(1635, 3)",10,0.0054914881933003845
"(3095, 6)",3,0.0016474464579901153
"(2369, 4)",13,0.007138934651290499
"(2296, 6)",1,0.0005491488193300384
"(2297, 6)",4,0.002196595277320154
"(899, 3)",18,0.009884678747940691
"(2512, 5)",2,0.001098297638660077
"(2513, 2)",11,0.0060406370126304225
"(2514, 4)",4,0.002196595277320154
"(1713, 4)",5,0.0027457440966501922
"(3245, 5)",2,0.001098297638660077
"(2370, 2)",4,0.002196595277320154
"(2373, 6)",1,0.0005491488193300384
"(1719, 2)",11,0.0060406370126304225
"(3253, 2)",28,0.015376166941241077
"(3327, 5)",6,0.0032948929159802307
"(3254, 2)",14,0.007688083470620538
"(3181, 1)",85,0.046677649643053265
"(3258, 4)",5,0.0027457440966501922
"(111, 4)",12,0.006589785831960461
"(1655, 3)",1,0.0005491488193300384
"(1729, 3)",8,0.004393190554640308
"(3189, 4)",8,0.004393190554640308
"(1586, 4)",4,0.002196595277320154
"(1587, 4)",3,0.0016474464579901153
"(3331, 2)",1,0.0005491488193300384
"(2602, 1)",1,0.0005491488193300384
"(1731, 3)",1,0.0005491488193300384
"(3263, 2)",18,0.009884678747940691
"(2607, 3)",5,0.0027457440966501922
"(2609, 2)",1,0.0005491488193300384
"(3266, 3)",5,0.0027457440966501922
"(2391, 3)",10,0.0054914881933003845
"(1591, 3)",6,0.0032948929159802307
"(126, 5)",2,0.001098297638660077
"(1812, 2)",1,0.0005491488193300384
"(2615, 3)",4,0.002196595277320154
"(1741, 2)",1,0.0005491488193300384
"(3273, 3)",8,0.004393190554640308
"(2544, 5)",1,0.0005491488193300384
"(1677, 2)",2,0.001098297638660077
"(2624, 5)",3,0.0016474464579901153
"(3354, 4)",10,0.0054914881933003845
"(2625, 2)",2,0.001098297638660077
"(3355, 3)",12,0.006589785831960461
"(3429, 5)",4,0.002196595277320154
"(3358, 3)",7,0.003844041735310269
"(2483, 3)",1,0.0005491488193300384
"(1827, 4)",4,0.002196595277320154
"(141, 4)",12,0.006589785831960461
"(2488, 6)",2,0.001098297638660077
"(3502, 3)",2,0.001098297638660077
"(3503, 2)",2,0.001098297638660077
"(3504, 6)",6,0.0032948929159802307
"(2630, 5)",1,0.0005491488193300384
"(2706, 4)",26,0.014277869302580999
"(2560, 5)",2,0.001098297638660077
"(223, 3)",21,0.011532125205930808
"(1911, 3)",10,0.0054914881933003845
"(2717, 4)",8,0.004393190554640308
"(1844, 1)",17,0.009335529928610654
"(1771, 2)",2,0.001098297638660077
"(1845, 3)",7,0.003844041735310269
"(2648, 2)",9,0.004942339373970346
"(233, 3)",2,0.001098297638660077
"(1779, 3)",7,0.003844041735310269
"(3451, 3)",4,0.002196595277320154
"(1921, 2)",20,0.010982976386600769
"(2724, 4)",5,0.0027457440966501922
"(3456, 5)",2,0.001098297638660077
"(2654, 3)",3,0.0016474464579901153
"(2582, 1)",39,0.0214168039538715
"(3459, 2)",2,0.001098297638660077
"(3386, 5)",6,0.0032948929159802307
"(2585, 5)",4,0.002196595277320154
"(2587, 6)",1,0.0005491488193300384
"(1859, 5)",3,0.0016474464579901153
"(173, 6)",1,0.0005491488193300384
"(248, 4)",1,0.0005491488193300384
"(3532, 5)",2,0.001098297638660077
"(2804, 3)",8,0.004393190554640308
"(3608, 3)",9,0.004942339373970346
"(1931, 4)",3,0.0016474464579901153
"(2808, 6)",2,0.001098297638660077
"(2735, 2)",12,0.006589785831960461
"(2662, 3)",5,0.0027457440966501922
"(3392, 4)",4,0.002196595277320154
"(1862, 3)",7,0.003844041735310269
"(1866, 2)",4,0.002196595277320154
"(1867, 3)",1,0.0005491488193300384
"(1795, 2)",1,0.0005491488193300384
"(1796, 5)",1,0.0005491488193300384
"(328, 2)",3,0.0016474464579901153
"(255, 2)",4,0.002196595277320154
"(329, 6)",4,0.002196595277320154
"(2819, 4)",9,0.004942339373970346
"(2748, 6)",1,0.0005491488193300384
"(330, 5)",2,0.001098297638660077
"(3478, 2)",9,0.004942339373970346
"(1949, 6)",1,0.0005491488193300384
"(407, 4)",4,0.002196595277320154
"(267, 2)",5,0.0027457440966501922
"(18, 2)",7,0.003844041735310269
"(3624, 3)",19,0.01043382756727073
"(1010, 2)",16,0.008786381109280615
"(2826, 3)",11,0.0060406370126304225
"(1952, 3)",15,0.008237232289950576
"(1953, 6)",8,0.004393190554640308
"(410, 6)",6,0.0032948929159802307
"(2683, 3)",27,0.014827018121911038
"(1017, 2)",12,0.006589785831960461
"(340, 2)",3,0.0016474464579901153
"(1884, 6)",12,0.006589785831960461
"(2689, 3)",2,0.001098297638660077
"(349, 5)",10,0.0054914881933003845
"(3700, 5)",3,0.0016474464579901153
"(3704, 3)",7,0.003844041735310269
"(2905, 4)",3,0.0016474464579901153
"(2908, 5)",6,0.0032948929159802307
"(2762, 3)",34,0.018671059857221308
"(2692, 4)",20,0.010982976386600769
"(1891, 4)",1,0.0005491488193300384
"(1965, 2)",13,0.007138934651290499
"(2768, 1)",11,0.0060406370126304225
"(426, 3)",4,0.002196595277320154
"(31, 2)",5,0.0027457440966501922
"(2844, 3)",1,0.0005491488193300384
"(1105, 1)",19,0.01043382756727073
"(2779, 4)",7,0.003844041735310269
"(508, 2)",18,0.009884678747940691
"(435, 3)",4,0.002196595277320154
"(44, 2)",11,0.0060406370126304225
"(3727, 2)",4,0.002196595277320154
"(3658, 6)",1,0.0005491488193300384
"(441, 5)",7,0.003844041735310269
"(519, 4)",4,0.002196595277320154
"(374, 2)",8,0.004393190554640308
"(3730, 5)",3,0.0016474464579901153
"(2860, 5)",3,0.0016474464579901153
"(3591, 2)",17,0.009335529928610654
"(3593, 6)",6,0.0032948929159802307
"(2938, 5)",1,0.0005491488193300384
"(2792, 6)",5,0.0027457440966501922
"(2793, 3)",7,0.003844041735310269
"(3598, 2)",25,0.013728720483250962
"(1058, 4)",1,0.0005491488193300384
"(525, 1)",12,0.006589785831960461
"(1059, 2)",14,0.007688083470620538
"(1997, 4)",14,0.007688083470620538
"(1998, 2)",7,0.003844041735310269
"(1999, 4)",3,0.0016474464579901153
"(67, 3)",1,0.0005491488193300384
"(1200, 6)",4,0.002196595277320154
"(3816, 2)",2,0.001098297638660077
"(2004, 6)",8,0.004393190554640308
"(1203, 3)",8,0.004393190554640308
"(1130, 2)",8,0.004393190554640308
"(1204, 3)",16,0.008786381109280615
"(3746, 6)",1,0.0005491488193300384
"(1132, 3)",4,0.002196595277320154
"(1207, 3)",15,0.008237232289950576
"(392, 5)",1,0.0005491488193300384
"(468, 6)",2,0.001098297638660077
"(3822, 3)",8,0.004393190554640308
"(2010, 5)",6,0.0032948929159802307
"(2880, 1)",33,0.018121911037891267
"(3683, 5)",7,0.003844041735310269
"(1216, 4)",2,0.001098297638660077
"(611, 5)",1,0.0005491488193300384
"(3686, 6)",5,0.0027457440966501922
"(1148, 4)",7,0.003844041735310269
"(542, 2)",14,0.007688083470620538
"(80, 5)",1,0.0005491488193300384
"(85, 3)",3,0.0016474464579901153
"(3902, 4)",3,0.0016474464579901153
"(3835, 3)",6,0.0032948929159802307
"(3764, 6)",2,0.001098297638660077
"(1223, 4)",5,0.0027457440966501922
"(2890, 4)",13,0.007138934651290499
"(2026, 3)",7,0.003844041735310269
"(1224, 2)",8,0.004393190554640308
"(1225, 3)",13,0.007138934651290499
"(2966, 5)",5,0.0027457440966501922
"(628, 4)",6,0.0032948929159802307
"(488, 1)",18,0.009884678747940691
"(1300, 5)",2,0.001098297638660077
"(3915, 2)",19,0.01043382756727073
"(2103, 2)",3,0.0016474464579901153
"(1301, 6)",3,0.0016474464579901153
"(1230, 5)",12,0.006589785831960461
"(2971, 2)",7,0.003844041735310269
"(1305, 2)",4,0.002196595277320154
"(1306, 2)",3,0.0016474464579901153
"(1161, 3)",3,0.0016474464579901153
"(2974, 4)",2,0.001098297638660077
"(1237, 5)",4,0.002196595277320154
"(1091, 2)",13,0.007138934651290499
"(1092, 2)",20,0.010982976386600769
"(632, 6)",1,0.0005491488193300384
"(635, 2)",7,0.003844041735310269
"(1169, 4)",1,0.0005491488193300384
"(709, 3)",2,0.001098297638660077
"(495, 3)",1,0.0005491488193300384
"(2111, 4)",8,0.004393190554640308
"(2113, 6)",1,0.0005491488193300384
"(3785, 4)",14,0.007688083470620538
"(3787, 3)",3,0.0016474464579901153
"(1646, 1)",45,0.02471169686985173
"(2190, 1)",19,0.01043382756727073
"(1550, 1)",41,0.022515101592531575
"(2445, 1)",40,0.021965952773201538
"(27, 1)",31,0.017023613399231193
"(295, 1)",21,0.011532125205930808
"(3761, 1)",6,0.0032948929159802307
"(2282, 2)",12,0.006589785831960461
"(3162, 1)",19,0.01043382756727073
"(1835, 2)",9,0.004942339373970346
"(3512, 2)",27,0.014827018121911038
"(3538, 3)",2,0.001098297638660077
"(1874, 1)",18,0.009884678747940691
"(1958, 3)",9,0.004942339373970346
"(3566, 2)",16,0.008786381109280615
"(1103, 2)",13,0.007138934651290499
"(2865, 1)",11,0.0060406370126304225
"(3901, 4)",7,0.003844041735310269
"(1346, 1)",67,0.036792970895112576
"(3302, 1)",23,0.012630422844590884
"(3180, 1)",19,0.01043382756727073
"(1746, 1)",28,0.015376166941241077
"(2714, 1)",48,0.026359143327841845
"(2651, 1)",29,0.015925315760571115
"(1854, 1)",23,0.012630422844590884
"(174, 1)",44,0.02416254805052169
"(191, 1)",33,0.018121911037891267
"(414, 1)",43,0.023613399231191653
"(354, 1)",34,0.018671059857221308
"(430, 1)",12,0.006589785831960461
"(433, 1)",30,0.016474464579901153
"(2889, 1)",101,0.05546403075233388
"(710, 1)",23,0.012630422844590884
"(1642, 1)",35,0.019220208676551345
"(2589, 1)",26,0.014277869302580999
"(2695, 1)",8,0.004393190554640308
"(1250, 2)",19,0.01043382756727073
"(3945, 1)",36,0.019769357495881382
"(3018, 2)",10,0.0054914881933003845
"(1344, 2)",11,0.0060406370126304225
"(1347, 2)",15,0.008237232289950576
"(1278, 2)",26,0.014277869302580999
"(2081, 2)",27,0.014827018121911038
"(1283, 2)",12,0.006589785831960461
"(2307, 1)",16,0.008786381109280615
"(1293, 2)",16,0.008786381109280615
"(2312, 2)",13,0.007138934651290499
"(2240, 2)",9,0.004942339373970346
"(1378, 2)",6,0.0032948929159802307
"(2401, 2)",5,0.0027457440966501922
"(1396, 2)",16,0.008786381109280615
"(3165, 1)",28,0.015376166941241077
"(3252, 2)",15,0.008237232289950576
"(3260, 2)",10,0.0054914881933003845
"(2398, 2)",17,0.009335529928610654
"(2478, 2)",15,0.008237232289950576
"(3359, 2)",17,0.009335529928610654
"(3360, 2)",13,0.007138934651290499
"(3508, 2)",8,0.004393190554640308
"(161, 2)",13,0.007138934651290499
"(2739, 2)",9,0.004942339373970346
"(1007, 2)",5,0.0027457440966501922
"(262, 2)",6,0.0032948929159802307
"(266, 2)",9,0.004942339373970346
"(1955, 2)",14,0.007688083470620538
"(1957, 2)",16,0.008786381109280615
"(3703, 2)",19,0.01043382756727073
"(2761, 2)",20,0.010982976386600769
"(1962, 2)",19,0.01043382756727073
"(1025, 2)",13,0.007138934651290499
"(3499, 2)",23,0.012630422844590884
"(293, 2)",14,0.007688083470620538
"(3653, 1)",55,0.030203185063152116
"(515, 2)",16,0.008786381109280615
"(1994, 2)",16,0.008786381109280615
"(529, 2)",19,0.01043382756727073
"(1200, 2)",34,0.018671059857221308
"(2016, 2)",5,0.0027457440966501922
"(474, 2)",34,0.018671059857221308
"(2022, 2)",5,0.0027457440966501922
"(3763, 2)",13,0.007138934651290499
"(1302, 2)",22,0.012081274025260845
"(3844, 2)",11,0.0060406370126304225
"(1231, 2)",23,0.012630422844590884
"(1096, 2)",11,0.0060406370126304225
"(2985, 2)",15,0.008237232289950576
"(2129, 1)",5,0.0027457440966501922
"(3947, 1)",45,0.02471169686985173
"(149, 1)",22,0.012081274025260845
"(1232, 1)",18,0.009884678747940691
"(1321, 2)",12,0.006589785831960461
"(1327, 2)",8,0.004393190554640308
"(2208, 2)",5,0.0027457440966501922
"(1333, 2)",23,0.012630422844590884
"(1407, 2)",17,0.009335529928610654
"(1409, 3)",7,0.003844041735310269
"(1345, 2)",15,0.008237232289950576
"(1346, 2)",5,0.0027457440966501922
"(2076, 2)",19,0.01043382756727073
"(1358, 2)",20,0.010982976386600769
"(1288, 3)",12,0.006589785831960461
"(3108, 2)",22,0.012081274025260845
"(908, 3)",16,0.008786381109280615
"(2243, 2)",18,0.009884678747940691
"(1370, 2)",22,0.012081274025260845
"(2181, 3)",3,0.0016474464579901153
"(1643, 2)",11,0.0060406370126304225
"(2455, 2)",7,0.003844041735310269
"(3505, 2)",11,0.0060406370126304225
"(3506, 2)",6,0.0032948929159802307
"(2746, 2)",22,0.012081274025260845
"(2687, 3)",2,0.001098297638660077
"(25, 2)",17,0.009335529928610654
"(3706, 2)",8,0.004393190554640308
"(1960, 2)",15,0.008237232289950576
"(3494, 2)",5,0.0027457440966501922
"(2917, 2)",10,0.0054914881933003845
"(2921, 2)",6,0.0032948929159802307
"(2789, 2)",4,0.002196595277320154
"(58, 2)",9,0.004942339373970346
"(1129, 2)",11,0.0060406370126304225
"(3671, 2)",23,0.012630422844590884
"(2871, 2)",12,0.006589785831960461
"(3682, 2)",3,0.0016474464579901153
"(3685, 2)",11,0.0060406370126304225
"(1227, 2)",5,0.0027457440966501922
"(628, 2)",10,0.0054914881933003845
"(1867, 1)",16,0.008786381109280615
"(3149, 1)",3,0.0016474464579901153
"(2785, 1)",18,0.009884678747940691
"(1427, 1)",28,0.015376166941241077
"(917, 1)",33,0.018121911037891267
"(1523, 1)",23,0.012630422844590884
"(1531, 1)",7,0.003844041735310269
"(2999, 1)",3,0.0016474464579901153
"(1410, 1)",44,0.02416254805052169
"(3031, 1)",20,0.010982976386600769
"(2809, 1)",6,0.0032948929159802307
"(2774, 1)",35,0.019220208676551345
"(1317, 1)",25,0.013728720483250962
"(2051, 1)",48,0.026359143327841845
"(2151, 1)",59,0.032399780340472265
"(1503, 1)",62,0.034047226798462386
"(3042, 1)",33,0.018121911037891267
"(3043, 1)",19,0.01043382756727073
"(3048, 1)",33,0.018121911037891267
"(2345, 1)",13,0.007138934651290499
"(2286, 1)",16,0.008786381109280615
"(3161, 1)",9,0.004942339373970346
"(964, 1)",21,0.011532125205930808
"(102, 1)",36,0.019769357495881382
"(119, 1)",8,0.004393190554640308
"(131, 1)",6,0.0032948929159802307
"(3427, 1)",28,0.015376166941241077
"(1839, 1)",34,0.018671059857221308
"(1857, 1)",9,0.004942339373970346
"(1863, 1)",59,0.032399780340472265
"(3622, 1)",37,0.020318506315211423
"(2685, 1)",2,0.001098297638660077
"(3496, 1)",25,0.013728720483250962
"(505, 1)",38,0.02086765513454146
"(3655, 1)",18,0.009884678747940691
"(444, 1)",44,0.02416254805052169
"(3804, 1)",14,0.007688083470620538
"(3731, 1)",20,0.010982976386600769
"(537, 1)",94,0.05161998901702362
"(3695, 1)",23,0.012630422844590884
"(2031, 1)",17,0.009335529928610654
"(2032, 1)",18,0.009884678747940691
"(2900, 1)",77,0.04228445908841296
"(1484, 1)",55,0.030203185063152116
"(3902, 1)",16,0.008786381109280615
"(1076, 1)",13,0.007138934651290499
"(916, 2)",13,0.007138934651290499
"(570, 1)",12,0.006589785831960461
"(662, 1)",56,0.030752333882482153
"(3010, 1)",20,0.010982976386600769
"(1533, 1)",17,0.009335529928610654
"(1471, 1)",5,0.0027457440966501922
"(877, 1)",14,0.007688083470620538
"(3090, 1)",82,0.04503020318506315
"(3187, 1)",1,0.0005491488193300384
"(1585, 1)",12,0.006589785831960461
"(3192, 1)",12,0.006589785831960461
"(1664, 1)",2,0.001098297638660077
"(3343, 1)",18,0.009884678747940691
"(2630, 1)",19,0.01043382756727073
"(3547, 1)",30,0.016474464579901153
"(263, 1)",15,0.008237232289950576
"(3562, 1)",18,0.009884678747940691
"(3716, 1)",21,0.011532125205930808
"(1114, 1)",10,0.0054914881933003845
"(1150, 1)",68,0.037342119714442616
"(2964, 1)",4,0.002196595277320154
"(3915, 1)",83,0.04557935200439319
"(1236, 1)",47,0.02580999450851181
"(3409, 2)",18,0.009884678747940691
"(3355, 2)",10,0.0054914881933003845
"(647, 6)",4,0.002196595277320154
"(2059, 6)",2,0.001098297638660077
"(724, 6)",6,0.0032948929159802307
"(589, 6)",7,0.003844041735310269
"(3943, 6)",3,0.0016474464579901153
"(2062, 6)",2,0.001098297638660077
"(3948, 6)",21,0.011532125205930808
"(3949, 6)",17,0.009335529928610654
"(1196, 6)",21,0.011532125205930808
"(3882, 6)",11,0.0060406370126304225
"(1416, 6)",6,0.0032948929159802307
"(2154, 6)",3,0.0016474464579901153
"(3897, 6)",15,0.008237232289950576
"(2301, 6)",5,0.0027457440966501922
"(2231, 6)",4,0.002196595277320154
"(3107, 6)",8,0.004393190554640308
"(2305, 6)",1,0.0005491488193300384
"(1509, 6)",2,0.001098297638660077
"(766, 6)",3,0.0016474464579901153
"(3115, 6)",3,0.0016474464579901153
"(2316, 6)",2,0.001098297638660077
"(1441, 6)",3,0.0016474464579901153
"(848, 6)",3,0.0016474464579901153
"(3050, 6)",1,0.0005491488193300384
"(1391, 6)",10,0.0054914881933003845
"(1393, 6)",11,0.0060406370126304225
"(3147, 6)",8,0.004393190554640308
"(3148, 6)",8,0.004393190554640308
"(2428, 6)",2,0.001098297638660077
"(3089, 6)",3,0.0016474464579901153
"(1488, 6)",4,0.002196595277320154
"(2504, 6)",1,0.0005491488193300384
"(2431, 6)",3,0.0016474464579901153
"(2433, 6)",3,0.0016474464579901153
"(1639, 6)",11,0.0060406370126304225
"(1711, 6)",2,0.001098297638660077
"(3317, 6)",16,0.008786381109280615
"(2442, 6)",4,0.002196595277320154
"(3173, 6)",4,0.002196595277320154
"(2447, 6)",2,0.001098297638660077
"(3177, 6)",2,0.001098297638660077
"(3178, 6)",3,0.0016474464579901153
"(3326, 6)",4,0.002196595277320154
"(3255, 6)",5,0.0027457440966501922
"(3186, 6)",8,0.004393190554640308
"(1729, 6)",9,0.004942339373970346
"(3189, 6)",6,0.0032948929159802307
"(1589, 6)",5,0.0027457440966501922
"(1805, 6)",3,0.0016474464579901153
"(1735, 6)",7,0.003844041735310269
"(1816, 6)",1,0.0005491488193300384
"(1747, 6)",6,0.0032948929159802307
"(3425, 6)",2,0.001098297638660077
"(2628, 6)",19,0.01043382756727073
"(3285, 6)",3,0.0016474464579901153
"(3360, 6)",10,0.0054914881933003845
"(1833, 6)",3,0.0016474464579901153
"(1909, 6)",4,0.002196595277320154
"(3298, 6)",8,0.004393190554640308
"(2569, 1)",4,0.002196595277320154
"(3510, 6)",6,0.0032948929159802307
"(3513, 6)",1,0.0005491488193300384
"(2718, 6)",4,0.002196595277320154
"(1918, 6)",3,0.0016474464579901153
"(161, 6)",2,0.001098297638660077
"(3452, 6)",2,0.001098297638660077
"(3453, 6)",2,0.001098297638660077
"(318, 6)",10,0.0054914881933003845
"(172, 6)",4,0.002196595277320154
"(175, 6)",1,0.0005491488193300384
"(3536, 6)",10,0.0054914881933003845
"(2590, 6)",2,0.001098297638660077
"(1799, 6)",2,0.001098297638660077
"(3617, 6)",5,0.0027457440966501922
"(2746, 6)",3,0.0016474464579901153
"(2676, 6)",1,0.0005491488193300384
"(260, 6)",16,0.008786381109280615
"(265, 6)",4,0.002196595277320154
"(3554, 6)",3,0.0016474464579901153
"(3555, 6)",8,0.004393190554640308
"(2688, 6)",2,0.001098297638660077
"(26, 6)",4,0.002196595277320154
"(3563, 6)",1,0.0005491488193300384
"(2839, 6)",1,0.0005491488193300384
"(2766, 6)",1,0.0005491488193300384
"(1897, 6)",2,0.001098297638660077
"(3717, 6)",6,0.0032948929159802307
"(2771, 6)",2,0.001098297638660077
"(3578, 6)",16,0.008786381109280615
"(1037, 6)",2,0.001098297638660077
"(3723, 6)",3,0.0016474464579901153
"(3594, 6)",2,0.001098297638660077
"(3598, 6)",4,0.002196595277320154
"(1059, 6)",9,0.004942339373970346
"(455, 6)",3,0.0016474464579901153
"(62, 6)",5,0.0027457440966501922
"(2002, 6)",4,0.002196595277320154
"(3744, 6)",3,0.0016474464579901153
"(3745, 6)",5,0.0027457440966501922
"(1210, 6)",11,0.0060406370126304225
"(3825, 6)",6,0.0032948929159802307
"(86, 6)",2,0.001098297638660077
"(3831, 6)",7,0.003844041735310269
"(2025, 6)",3,0.0016474464579901153
"(2890, 6)",11,0.0060406370126304225
"(3910, 6)",6,0.0032948929159802307
"(3915, 6)",5,0.0027457440966501922
"(3851, 6)",3,0.0016474464579901153
"(3857, 6)",1,0.0005491488193300384
"(3785, 6)",10,0.0054914881933003845
"(2075, 1)",27,0.014827018121911038
"(1320, 3)",15,0.008237232289950576
"(720, 3)",9,0.004942339373970346
"(1259, 5)",8,0.004393190554640308
"(589, 5)",15,0.008237232289950576
"(3873, 5)",3,0.0016474464579901153
"(1333, 3)",9,0.004942339373970346
"(1193, 3)",21,0.011532125205930808
"(2144, 6)",7,0.003844041735310269
"(1270, 3)",25,0.013728720483250962
"(745, 6)",4,0.002196595277320154
"(1286, 6)",2,0.001098297638660077
"(2160, 3)",6,0.0032948929159802307
"(3114, 6)",8,0.004393190554640308
"(2248, 6)",16,0.008786381109280615
"(1374, 5)",8,0.004393190554640308
"(914, 3)",13,0.007138934651290499
"(2193, 5)",8,0.004393190554640308
"(2288, 2)",9,0.004942339373970346
"(3175, 5)",11,0.0060406370126304225
"(1653, 5)",12,0.006589785831960461
"(1674, 6)",6,0.0032948929159802307
"(1748, 2)",15,0.008237232289950576
"(3505, 6)",2,0.001098297638660077
"(2716, 5)",11,0.0060406370126304225
"(2717, 5)",2,0.001098297638660077
"(2723, 3)",12,0.006589785831960461
"(2664, 5)",5,0.0027457440966501922
"(3397, 6)",3,0.0016474464579901153
"(2599, 5)",11,0.0060406370126304225
"(2918, 6)",11,0.0060406370126304225
"(1036, 6)",10,0.0054914881933003845
"(1974, 6)",1,0.0005491488193300384
"(1975, 6)",2,0.001098297638660077
"(1976, 6)",1,0.0005491488193300384
"(1977, 6)",1,0.0005491488193300384
"(1978, 6)",1,0.0005491488193300384
"(1979, 6)",1,0.0005491488193300384
"(1980, 6)",1,0.0005491488193300384
"(1981, 6)",2,0.001098297638660077
"(2858, 3)",24,0.013179571663920923
"(2797, 6)",15,0.008237232289950576
"(2000, 6)",7,0.003844041735310269
"(1200, 5)",15,0.008237232289950576
"(1136, 3)",40,0.021965952773201538
"(1212, 3)",8,0.004393190554640308
"(541, 5)",9,0.004942339373970346
"(1148, 3)",10,0.0054914881933003845
"(1225, 5)",11,0.0060406370126304225
"(1307, 6)",11,0.0060406370126304225
"(2110, 6)",2,0.001098297638660077
"(2985, 3)",24,0.013179571663920923
"(1246, 6)",12,0.006589785831960461
"(3544, 1)",40,0.021965952773201538
"(581, 3)",4,0.002196595277320154
"(811, 1)",6,0.0032948929159802307
"(1278, 4)",14,0.007688083470620538
"(1354, 4)",6,0.0032948929159802307
"(751, 1)",7,0.003844041735310269
